,품종,성별,무게(Kg),상태,나이,성격,색,중성화유무,건강,칩등록여부,보유물건
781,믹스견,수컷,3,입양,4,사람을 잘 따름,흰색계열,아니오,미상,미상,무
782,믹스견,암컷,3.5,입양,4,사람을 잘 따름,흰색계열,아니오,미상,미상,무
783,믹스견,수컷,8,미입양,4,사람을 경계함,흰색계열,아니오,미상,미상,무
784,믹스견,암컷,7,미입양,4,사람을 경계함,흰색계열,미상,미상,미상,무
785,믹스견,암컷,10,미입양,40,사람을 경계함,혼합색계열,미상,새끼 낳았던 적 있음,미상,무
786,믹스견,암컷,4,미입양,4,중립,혼합색계열,미상,오른쪽눈 백내장 있음,미상,무
787,믹스견,수컷,18,미입양,28,사람을 잘 따름,황색계열,미상,왼쪽 앞발 절뚝거림,미상,무
788,믹스견,암컷,7,미입양,4,사람을 경계함,혼합색계열,미상,교통사고로 앞다리 부상,미상,무
789,믹스견,암컷,2,미입양,4,중립,혼합색계열,아니오,미상,미상,무
790,믹스견,암컷,1.5,미입양,4,중립,흰색계열,아니오,미상,미상,무
791,믹스견,수컷,8,미입양,28,사람을 경계함,황색계열,미상,배 부분 흰색 띔,미상,무
792,믹스견,암컷,11,미입양,40,중립,황색계열,미상,"교통사고(관골골절), 기립 불능, 예후가 매우 불량",미상,무
793,믹스견,수컷,12,미입양,148,사람을 잘 따름,혼합색계열,미상,미상,미상,무
794,믹스견,암컷,6.5,미입양,100,사람을 잘 따름,혼합색계열,미상,미상,미상,무
795,스피츠,암컷,6,입양,76,중립,흰색계열,아니오,발 붉게 물들었음,미상,무
796,삽살개,수컷,20,입양,40,중립,황색계열,미상,미상,미상,무
797,믹스견,암컷,18,입양,148,중립,흰색계열,미상,콧잔등이 핑크색임,미상,무
798,믹스견,수컷,6,미입양,148,중립,혼합색계열,미상,미상,미상,유
799,믹스견,수컷,0.5,입양,4,중립,황색계열,아니오,수유개체,미상,무
800,믹스견,암컷,0.5,입양,4,중립,갈색계열,아니오,수유개체,미상,무
801,믹스견,수컷,0.5,미입양,4,중립,흰색계열,아니오,수유개체,미상,무
802,믹스견,수컷,6,미입양,148,중립,혼합색계열,아니오,미상,미상,무
803,푸들,수컷,3.5,입양,76,사람을 잘 따름,갈색계열,미상,마른편임,미상,무
804,푸들,수컷,5,입양,4,사람을 잘 따름,검정색계열,예,미용 잘 되어 있음,미상,무
805,푸들,수컷,4,미입양,52,사람을 잘 따름,검정색계열,아니오,매우 마름,미상,유
806,푸들,암컷,4,입양,28,중립,검정색계열,미상,털 많이 뭉쳐있음,미상,무
807,푸들,암컷,5,입양,40,중립,흰색계열,미상,왼쪽눈 백내장 있음,미상,무
808,시베리안 허스키,암컷,20,입양,88,사람을 잘 따름,혼합색계열,미상,털 관리가 잘 되어 있음,미상,무
809,믹스견,수컷,3,미입양,4,중립,혼합색계열,아니오,미상,미상,무
810,믹스견,수컷,3,미입양,4,중립,혼합색계열,아니오,미상,미상,무
811,믹스견,수컷,3,미입양,4,중립,검정색계열,아니오,미상,미상,무
812,믹스견,암컷,3,미입양,4,중립,검정색계열,아니오,미상,미상,무
813,믹스견,암컷,3,입양,4,중립,혼합색계열,아니오,미상,미상,무
814,말티즈,수컷,3.5,미입양,40,중립,흰색계열,미상,"교통사고, 좌측 후지 거상, 대퇴골 골절",미상,무
815,믹스견,수컷,4.5,미입양,4,사람을 경계함,흰색계열,아니오,피부병 심함,미상,무
816,믹스견,수컷,12,미입양,148,중립,흰색계열,미상,"꼬리 끝 잘림, 덫에 걸려있었음",미상,무
817,믹스견,수컷,5,미입양,4,사람을 경계함,흰색계열,미상,미상,미상,무
818,믹스견,암컷,15,미입양,148,중립,흰색계열,미상,다리가 짧음,미상,무
819,치와와,암컷,4.5,미입양,52,사람을 경계함,검정색계열,미상,미상,미상,무
820,믹스견,수컷,14,미입양,148,사람을 경계함,혼합색계열,미상,미상,미상,무
821,믹스견,암컷,7,미입양,148,사람을 경계함,황색계열,미상,미상,미상,무
822,차우차우,암컷,16,미입양,64,사람을 잘 따름,흰색계열,아니오,"머리, 목에 상처치료 필요함, 털이 많이 빠졌음",미상,무
823,시바,암컷,9,입양,64,중립,황색계열,미상,미상,미상,무
824,믹스견,수컷,13,미입양,40,사람을 잘 따름,혼합색계열,미상,미상,미상,무
825,믹스견,암컷,7,입양,148,사람을 잘 따름,황색계열,미상,미상,미상,무
826,시츄,수컷,5,입양,27,중립,혼합색계열,아니오,미상,미상,무
827,믹스견,수컷,20,미입양,87,중립,흰색계열,미상,눈이 쳐졌음,미상,무
828,믹스견,암컷,3,미입양,3,사람을 경계함,황색계열,아니오,미상,미상,무
829,믹스견,암컷,3.5,미입양,3,사람을 경계함,황색계열,아니오,미상,미상,무
830,믹스견,암컷,3,미입양,3,사람을 경계함,황색계열,아니오,미상,미상,무
831,믹스견,암컷,4,미입양,3,사람을 경계함,황색계열,아니오,미상,미상,무
832,믹스견,암컷,6,미입양,3,사람을 경계함,흰색계열,아니오,피부병이 심함,미상,유
833,믹스견,암컷,6,미입양,147,사람을 경계함,흰색계열,아니오,미상,미상,유
834,믹스견,수컷,15,미입양,39,중립,흰색계열,미상,"의식불명, 예후가 불량함",미상,무
835,믹스견,암컷,5,미입양,147,중립,흰색계열,미상,피부염 심함,미상,무
836,믹스견,암컷,17,미입양,27,중립,흰색계열,미상,미상,미상,유
837,믹스견,수컷,7,미입양,3,중립,흰색계열,미상,미상,미상,무
838,믹스견,암컷,14,미입양,147,중립,흰색계열,미상,콧잔등이 살짝 까져있음,미상,무
839,포메라니안,수컷,1.8,입양,27,중립,흰색계열,예,미상,미상,무
840,스피츠,수컷,8,입양,87,사람을 잘 따름,흰색계열,예,관리가 잘되어 있음,미상,유
841,믹스견,수컷,2.5,미입양,3,중립,혼합색계열,아니오,다리 절뚝거림,미상,무
842,믹스견,수컷,5,미입양,3,중립,혼합색계열,아니오,미상,미상,무
843,믹스견,수컷,4,미입양,3,중립,황색계열,아니오,미상,미상,무
844,말티즈,수컷,3,미입양,63,중립,흰색계열,예,피부병 있음,미상,무
845,믹스견,암컷,10,미입양,3,중립,흰색계열,미상,미상,미상,무
846,말티즈,암컷,4,입양,63,중립,흰색계열,미상,미상,미상,무
847,믹스견,암컷,15,입양,27,사람을 잘 따름,흰색계열,미상,미상,미상,무
848,푸들,암컷,3,미입양,63,사람을 잘 따름,흰색계열,미상,걸을 때 우측 앞다리를 들고 있음,미상,무
849,믹스견,미상,9,입양,63,사람을 경계함,혼합색계열,미상,"털 뭉쳐 있음, 발톱 정리 안 되어 있음",미상,무
850,믹스견,수컷,3,미입양,3,중립,흰색계열,미상,다리 부분 털 떡져 있음,미상,무
851,믹스견,수컷,16,미입양,51,사람을 잘 따름,황색계열,아니오,미상,미상,무
852,믹스견,암컷,4,입양,3,중립,흰색계열,미상,미상,미상,무
853,믹스견,암컷,4,입양,3,중립,흰색계열,미상,미상,미상,무
854,믹스견,수컷,5,입양,3,중립,흰색계열,미상,미상,미상,무
855,믹스견,수컷,5,입양,3,중립,흰색계열,미상,미상,미상,무
856,믹스견,암컷,8,미입양,39,중립,흰색계열,미상,왼쪽 눈에 멍든 것처럼 갈색 무늬 있음,미상,무
857,진도견,수컷,18,입양,39,중립,흰색계열,아니오,"켁켁거림, 다리랑 귀 부분에 갈색 털이 자람",미상,무
858,믹스견,암컷,3,입양,3,중립,흰색계열,미상,미상,미상,무
859,믹스견,수컷,12,미입양,147,중립,황색계열,아니오,"발목 덫으로 앞다리 절단, 예후 몹시 불량",미상,무
860,믹스견,수컷,15,미입양,63,중립,흰색계열,아니오,눈꼽 많이 꼈음,미상,유
861,믹스견,암컷,4,미입양,3,중립,검정색계열,미상,미상,미상,무
862,믹스견,암컷,4,입양,3,중립,황색계열,미상,눈이 털에 덮여 있음,미상,무
863,믹스견,암컷,4,미입양,3,중립,검정색계열,미상,입 주변 검정색 띔,미상,무
864,믹스견,암컷,5,미입양,3,중립,흰색계열,미상,오른쪽 눈 쌍커풀 살짝 있음,미상,무
865,믹스견,암컷,6,미입양,3,중립,혼합색계열,미상,미상,미상,무
866,믹스견,수컷,7,입양,39,중립,흰색계열,미상,"눈물 자국 심함, 목 주변 털 뭉침",미상,무
867,믹스견,암컷,3.5,입양,3,사람을 경계함,혼합색계열,아니오,미상,미상,무
868,프렌치 불독,암컷,8,입양,38,중립,흰색계열,미상,미상,있음,유
869,포메라니안,암컷,2,입양,146,중립,흰색계열,아니오,"좌측후지거상, 발톱잘라준 흔적있음, 좌측뒷다리를 들고 뜀",미상,무
870,믹스견,암컷,1.3,입양,2,중립,혼합색계열,아니오,미상,미상,무
871,믹스견,수컷,1.5,미입양,2,중립,혼합색계열,아니오,미상,미상,무
872,믹스견,수컷,1.4,미입양,2,중립,흰색계열,아니오,미상,미상,무
873,믹스견,수컷,1.5,미입양,2,사람을 경계함,흰색계열,아니오,주름이 있음,미상,무
874,믹스견,암컷,1,미입양,2,중립,흰색계열,아니오,"눈 아직 덜 뜸, 코에 색소 덜 참",미상,무
875,믹스견,수컷,1,미입양,2,중립,흰색계열,아니오,눈 아직 덜 뜸,미상,무
876,믹스견,수컷,0.8,미입양,2,중립,흰색계열,아니오,"코에 색소가 덜 참, 눈 아직 덜 뜸",미상,무
877,믹스견,수컷,1,미입양,2,중립,흰색계열,아니오,미상,미상,무
878,믹스견,수컷,11,미입양,146,사람을 잘 따름,검정색계열,아니오,미상,미상,유
879,보더 콜리,수컷,20,입양,26,중립,혼합색계열,아니오,귀 밑에 살짝 찍힌 상처 있음,미상,무
880,믹스견,암컷,3,입양,2,사람을 잘 따름,혼합색계열,아니오,미상,미상,무
881,믹스견,암컷,14,미입양,26,중립,흰색계열,아니오,발톱관리 잘되어있음,미상,무
882,믹스견,수컷,3,미입양,2,중립,혼합색계열,아니오,체리 아이 있음,미상,무
883,믹스견,암컷,3,미입양,2,사람을 경계함,황색계열,아니오,미상,미상,무
884,믹스견,암컷,3,미입양,2,중립,혼합색계열,아니오,털이 푸석푸석한편,미상,무
885,믹스견,암컷,2.4,미입양,2,사람을 경계함,흰색계열,아니오,미상,미상,무
886,믹스견,수컷,2.5,미입양,2,사람을 경계함,흰색계열,아니오,미상,미상,무
887,믹스견,암컷,3,미입양,2,중립,흰색계열,아니오,미상,미상,무
888,믹스견,수컷,2.5,미입양,2,중립,흰색계열,아니오,미상,미상,무
889,믹스견,암컷,2.5,미입양,2,중립,흰색계열,아니오,변상태가 살짝 묽은 편,미상,무
890,믹스견,암컷,15,미입양,26,중립,흰색계열,아니오,미상,미상,무
891,믹스견,수컷,10,미입양,146,사람을 경계함,황색계열,아니오,미상,미상,무
892,믹스견,암컷,12,미입양,146,중립,황색계열,아니오,미상,미상,무
893,믹스견,암컷,12,미입양,146,중립,혼합색계열,아니오,"임신 추정, 젖이 불어 있음",미상,무
894,믹스견,수컷,10,미입양,146,중립,혼합색계열,아니오,미상,미상,무
895,믹스견,수컷,10,미입양,146,중립,흰색계열,아니오,미상,미상,무
896,믹스견,수컷,9,미입양,146,중립,흰색계열,아니오,콧잔등에 상처가 있음,미상,무
897,믹스견,수컷,10,미입양,146,중립,흰색계열,아니오,미상,미상,무
898,믹스견,암컷,7,미입양,2,중립,혼합색계열,아니오,미상,미상,무
899,믹스견,수컷,12,미입양,2,중립,흰색계열,아니오,건강한 상태,미상,무
900,믹스견,암컷,17,미입양,26,중립,황색계열,아니오,미상,미상,무
901,믹스견,수컷,16,미입양,38,사람을 경계함,흰색계열,아니오,콧잔등이 까져 있음,미상,무
902,푸들,암컷,3,입양,38,사람을 경계함,갈색계열,아니오,미상,미상,무
903,푸들,수컷,5,입양,62,사람을 경계함,갈색계열,아니오,미상,미상,무
904,믹스견,수컷,2,입양,2,사람을 경계함,황색계열,아니오,미상,미상,무
905,믹스견,암컷,4,미입양,2,사람을 경계함,흰색계열,아니오,털이 푸석푸석함,미상,무
906,믹스견,암컷,4,미입양,38,사람을 잘 따름,흰색계열,아니오,미상,미상,유
907,진도견,수컷,23,미입양,110,중립,흰색계열,아니오,코가 붉은색이며 이마에 찍힌 자국이 살짝 있음,미상,무
908,믹스견,수컷,8,미입양,146,중립,혼합색계열,아니오,미상,있음,무
909,믹스견,암컷,8,미입양,38,중립,검정색계열,아니오,"교통사고(좌측 대퇴골 골절), 예후 몹시 불량함",미상,무
910,페키니즈,암컷,3,입양,50,중립,혼합색계열,미상,털관리 부족해 보임,미상,무
911,말티즈,수컷,3,미입양,86,중립,흰색계열,아니오,"우측 눈 백내장 있음, 털 관리가 되어 있지 않음",미상,유
912,믹스견,수컷,3,미입양,2,사람을 경계함,검정색계열,아니오,미상,미상,무
913,믹스견,암컷,3,입양,2,사람을 경계함,혼합색계열,아니오,물범상임,미상,유
914,믹스견,암컷,2.5,입양,2,중립,흰색계열,아니오,코에 색소가 덜 찬 초코칩코,미상,무
915,믹스견,암컷,3,미입양,2,중립,흰색계열,아니오,왼쪽 입만 붉은색,미상,무
916,믹스견,암컷,17,입양,146,사람을 잘 따름,황색계열,아니오,미상,미상,유
917,믹스견,암컷,3,미입양,2,중립,황색계열,아니오,발목양말신음,미상,무
918,진도견,수컷,17,미입양,26,중립,황색계열,아니오,미상,미상,무
919,말티즈,수컷,3.5,미입양,86,중립,흰색계열,아니오,"눈물자국이 있음, 털관리 부족",미상,무
920,진도견,수컷,17,미입양,26,사람을 경계함,흰색계열,아니오,미상,미상,무
921,진도견,수컷,18,입양,38,중립,황색계열,아니오,미상,미상,무
922,믹스견,암컷,13,미입양,26,중립,황색계열,아니오,미상,미상,무
923,믹스견,암컷,13,미입양,146,중립,흰색계열,아니오,미상,미상,무
924,믹스견,수컷,17,미입양,62,사람을 경계함,흰색계열,아니오,미상,미상,유
925,믹스견,암컷,6,미입양,2,중립,황색계열,아니오,"교통사고 (관골 골절)로 기립불능, 예후 몹시불량함",미상,무
926,믹스견,수컷,3.5,미입양,2,중립,황색계열,아니오,미상,미상,무
927,믹스견,암컷,3.2,미입양,2,중립,혼합색계열,아니오,미상,미상,무
928,믹스견,수컷,3.5,미입양,2,중립,혼합색계열,아니오,발 털만 미색,미상,무
929,믹스견,수컷,3.5,미입양,2,중립,황색계열,아니오,미상,미상,무
930,믹스견,수컷,6,입양,38,중립,흰색계열,예,미상,미상,무
931,믹스견,암컷,15,미입양,74,사람을 잘 따름,황색계열,아니오,변이 묽은 편,미상,무
932,믹스견,수컷,16,미입양,26,중립,흰색계열,아니오,미상,미상,무
933,믹스견,암컷,0.6,미입양,2,중립,흰색계열,아니오,미상,미상,무
934,믹스견,암컷,0.5,미입양,2,중립,흰색계열,아니오,미상,미상,무
935,믹스견,수컷,0.6,미입양,2,중립,흰색계열,아니오,미상,미상,무
936,믹스견,수컷,0.6,미입양,2,중립,흰색계열,아니오,미상,미상,무
937,믹스견,암컷,15,미입양,62,중립,흰색계열,아니오,미상,미상,무
938,닥스훈트,수컷,6,입양,74,사람을 경계함,검정색계열,아니오,관리가 되어있는 편,미상,무
